id,name,dk_number,sb_number,type,material_main,material_sub,dating,dating_certainty,find_place,find_place_certainty,find_year,transliteration,transcription,translation_danish,translation_english,rune_typology,rune_typology_certainty,language_type,inscription_placement,images_count,url,dating_comment,find_circumstances,owner_institution,storage_location,condition,translation_comment,reading_comment,rune_height,script_arrangement,ornamented,separator_type,archaeological_period,other_number,title,images_urls,local_images_count,local_images_paths,literature_count,literature_refs
116,Asferg-stenMJy 47,MJy 47,,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,140601: Asferg,Sikker,1795,: þurgiR : tuka : sun : risþi : stin : þąnnsi : iftiR : mula : bruþr : | sin : harþą : kuþru : þin :,,"Thorger Tokes søn rejste denne sten efter sin broder Mule, en meget god thegn.","Þorgeirr Tóki's son raised this stone in memory of Múli, his brother, a very good þegn.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På den ene side af stenen.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/116,Sprog- og runetypologisk datering.,"Runestenen blev opgravet sammen med en mængde andre sten ved sløjfning af en høj på Ejstrup Mølles mark. En forbipasserende bonde afskrev runerne, men ikke desto mindre blev stenen genanvendt som brosten foran gangdøren i møllen, men købt af Oldsagskommissionen 1810 og fragtet til København i 1825.",Nationalmuseet,Nationalmuseets runehal.,Runestenen er ganske godt bevaret. Der er kun ganske lidt forvitring i stenens øverste højre hjørne.,Mange *fejlristninger,"Flere fejlskrivninger,f. eks. kuþru : þin og gentagelse af n i þąnnsi, harþą for harþa.","10-11,7 cm",Overgangstilfælde mellem bustrofedon og konturordning. Indskriften begynder nederst i venstre side.,No,To punkter,Yngre vikingetid,,Asferg-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/116/Asferg-LILLE.jpg,2,runer_ku_images\116_0.jpg; runer_ku_images\116_1.jpg,0,
629,Asmild-stenMJy 28,MJy 28,243,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,130801: Asmild,Sikker,1950,Side A þurkutr : þurkus : | tutiR : þkuþulfs : suna(R) | sati : stin : þąsi : iftiR : busa Side B uir sin : tiþita : mąn : muaR : h-... | : tutur :,,"Thorgun(d), datter af af Thorgot, søn af Thjodulv, satte denne sten efter sin ægtefælle Bose, tidenders mand {muaR} H ... datter.","Þorgunnr, Þorgautr's daughter, son of Þjóþulfr, placed this stone in memory of Bósi, her husband, a herald(?) {muaR} H ... daughter.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,I indramning på bredsiden og i en lang linje med en tilføjelse udenfor på den ene smalside.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/629,Rune- og sprogtypologisk datering.,"Stenen er fundet i september 1950 som bygningssten i Asmild Klosterkirke. Den lå med runerne vendt på hovedet på ydersiden af nordtårnets østmur (fra omkring 1100) ved kirkens norddør, ca. ½ m over daværende gulvniveau, dvs. en halv m under det nuværende.",Kirken (menighedsrådet),I våbenhuset.,"Fod og top er (sekundært) borthugget, i toppen går bruddet gennem 2. linjes sidste rune. Bunden fint tilhugget.",Tidenders mand eller en stillingsbetegnelse: *tidendemand,"Toppen af stenen er slået af, derfor mangler eventuelt et skilletegn i afslutningen af midterlinjen på A-siden  samt nogle runer øverst på smalsiden.",4-17 cm,"Indskriften i parallelordning i et forud indrammet felt på A-siden med en lang midterlinje og to kortere sidelinjer, den læses nedefra, begyndende i venstre side.",No,To punkter,Yngre vikingetid,EM85;306,Asmild-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/629/rune01b_223.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/629/rune01b_226.jpg,3,runer_ku_images\629_0.jpg; runer_ku_images\629_1.jpg; runer_ku_images\629_2.jpg,0,
163,Astrup-teglstenNJy 14,NJy 14,,Teglsten,Sten,Tegl,1150-1400,Nogenlunde Sikker,100602: Astrup,Sikker,1908,fuþor-,,fuþorkhniastbmly,fuþorkhniastbmly,Middelalder (M),Sikker,Andet,,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/163,Indføringen af teglbrænding sættes normalt til anden halvdel af 1100-tallet.,"Fundet ved en restaurering af Astrup kirke, sendt til Nationalmuseet i 1910 som et depositum tilhørende kirken.",Nationalmuseet,"Nationalmuseet, udstillingen.",,Der kendes flere futhark-indskrifter på teglsten. Måske har de haft en funktion svarende til *tømrerrunerne og dermed været et mærkningssystem.,o-runen er ensidig med venstrevendte bistave.,"7-7,5 cm",Lineær.,No,Ingen skilletegn,Middelalder,,Astrup-teglsten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/163/D6853-LILLE.jpg,2,runer_ku_images\163_0.jpg; runer_ku_images\163_1.jpg,0,
1051,Aversi-brakteatSj IK 215,Sj IK 215,,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,050701: Aversi,Sikker,1915,...,,Brakteaten indeholder ingen egentlig indskrift.,The bracteat does not contain any regular inscription.,Ubestemt,Sikker,Utolket,"Brakteaten er ikke forsynet med en egentlig indskrift, men tre af de symboler, der omgiver mandshovedet og hesten, er runelignende: dels en t-rune ud for hestens pande, dels et kryds eller en g-rune med ekstra bistave mellem bagbenene og endelig et kryds eller en g-rune mellem forbenene.",2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1051,,Brakteaten er et løsfund fra en pløjning i 1915. Fundet i det øverste jordlag.,Nationalmuseet,,Okay stand; lettere bulet og smudset.,,,,,Yes,Ingen skilletegn,Ældre germansk jernalder,,Aversi-brakteat,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1051/Aversi 215.jpg,2,runer_ku_images\1051_0.jpg; runer_ku_images\1051_1.jpg,0,
185,Avnslev-sten†Fyn 48,Fyn 48,76,Runesten,Sten,Ubestemt,700-800,Nogenlunde Sikker,090601: Avnslev,Sikker,1623,Side A [... --(ą)(t)R stAin | sAsi sAti ru...] Side B [... kArþi Auk | ruul(f)(R) ...],,... står denne sten. Ro... satte ... og Roulv gjorde ...,... stands this stone. Hróð-... placed ... and Hróðulfr made ...,Tidlig vikingetid (V),Nogenlunde Sikker,Olddansk,På begge sider af runestenen.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/185,"Runestenens kontekst levner ikke mulighed for en datering, men selve runetyperne tyder på en datering til 700-tallet.","Iflg. Skonvig er stenen flyttet fra en høj lige syd for Avnslev Kirke til Avnslev-kirkegårdsmuren, herfra er den ført til København ca. 1652 og anbragt på Trinitatis Kirkegård.",Ikke valgt,Tabt ved Københavns brand i 1728.,,"Beslægtet med  Flemløse-sten 1 (DK Fyn 2), Flemløse-sten 2 (DK Fyn 3) og Helnæs-sten (DK Fyn 8).",Jf. Erik Moltkes overvejelser om rekonstruktionen af den fragmentariske indskrift på grundlag af de overleverede tegninger (Moltke 1958:35f.),,Runeindskriften i *bustrofedon på både A- og B-siden begynder på tegningen i 3.linje fra venstre.,No,Ingen skilletegn,Overgangen germansk jernalder/vikingetid,,Avnslev-sten†,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/185/AM366-avnslev.jpg,2,runer_ku_images\185_0.jpg; runer_ku_images\185_1.jpg,0,
290,Baldringe-stenSk 28,Sk 28,,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,SV0801: Baldringe,Sikker,"1693, før",: þurkisl : sati : kubl : þausi : aftiR : tuma : sban : | : fruþaR : sun : faþur : sin : harþa : kuþan : | : þikn,,"Troels satte disse kumler efter sin fader Tomme den spåkyndige, Frøds søn, en meget god thegn.","Þorgísl placed this monument in memory of his father Tumi Foresighted, Frøðr's son, a very good þegn.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/290,Rune- og sprogtypologisk datering. Ornamentik.,"Denne indskrift blev aftegnet af Chr. *Stistrup på en rejse i Skåne, hvor den sad i Baldringe kirkegårdsmur.",Kirken (menighedsrådet),Baldringe kirkegård.,,,,"7,5-8,5 cm",Indskriften læses fra venstre mod højre i *dobbelt konturordning begyndende i stenens nederste venstre hjørne og opad langs kanten.,Yes,"Enkelt punkt, Et kryds, To punkter",Yngre vikingetid,,Baldringe-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/290/rune01b_251.jpg,2,runer_ku_images\290_0.jpg; runer_ku_images\290_1.jpg,0,
801,Bjerring-stenMJy 10,MJy 10,35,Runesten,Sten,Granit/gnejs,970-1020,Nogenlunde Sikker,130701: Bjerring,Sikker,1996,Side A : þurkuntr : karuks : tutiR : risþi : stin : (þ)... | aft : þuri : uir sin : þulfs : sun : ą : st... | ian : tufi : smiþr : hiu : frinti : hns : | : stin : ---... : uiltr : auR : (s)taþ : ia(n) ... | : stuk- : (u)(r)t--R (:) --n : a---- (:) -ir(þ/b) : Side B i(k)(u)(l)- ...in,,"Thorgun, Karlungs/Karungs(?) datter, rejste [denne] sten efter Thore, sin mand, Tholfs søn, på St(?)...; men Tue Smed, hans frænde (slægtning), huggede. Stenen ... fra stedet, men(?) ... Ingulv(?) ...","Þórgunnr Kǫrlungr's/Kǫrungr's daughter raised this stone in memory of Þórir, her husband, Þólfr's  son from St-... And Tófi Smiðr, his kinsman, cut [this stone]. [May this] stone ... from this place, and (?) ... Ingulfr(?) ...","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens bredside og på den tilstødende venstre smalside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/801,"Sprog- og runetypologisk datering. Stilhistorisk tyder maskefragmentet i *Mammen-stil på bagsiden af stenen på en  datering til slutningen af 900-tallet. Det er fristende at sætte stenen i forbindelse med den usædvanligt rige krigergrav i nabosognet, ""Mammengraven"", der dendrokronologisk er dateret til 970/71.","Runestenen blev fundet med runesiden opad, 15 cm under gulvet i våbenhuset i Bjerring Kirke under en hovedrestaurering i 1996. Den lå foran norddøren, delvis som fundament for den store romanske søjleportal.
I forbindelse med stenens udtagning af kirkefundamentet foretog arkæolog Mette Iversen fra Viborg Stiftsmuseum mindre udgravninger, som afslørede yngre begravelser i nærheden af runestenen uden sammenhæng  med denne.",Kirken (menighedsrådet),"Våbenhuset i Bjerring kirke, nu med stednr. og sb.nr. 130701:84.","Stenen er kløvet både foroven og forneden i forbindelse med at den skulle genbruges som tærskelsten. Foroven har det medført teksttab i flere af runelinjerne, ligesom toppen af masken på bagsiden mangler. Også forneden ses et stort stykke at være kløvet bort. Der kunne påvises rødgule *farvespor (mønje) i masken (Iversen 2000:11; Bertelsen 2003: 18)",Tolkningen af sidste del af indskriften er meget usikker (jf. Stoklund 1997).,"Indskriften begynder i midterlinjen, og linjefølgen er lidt usikker; men fra venstre mod højre synes den at være (6)5-4-1-2-3.",17-23 cm,"Alle linjer læses nedefra og op. Indskriften er parallelordnet og starter i midterste tekstbånd, dernæst læses tekstbåndet til højre for midten og så det yderst til højre, tilbage til tekstbåndet til venstre for midten og sidst det yderste venstre tekstbånd, før tilføjelsen - eventuelt en sekundær indskrift - på smalsiden til venstre for den øvrige indskrift.",Yes,To punkter,Yngre vikingetid,AUD1996;274,Bjerring-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/801/rune01b_271.jpg,2,runer_ku_images\801_0.jpg; runer_ku_images\801_1.jpg,0,
13,Bjolderup-gravstenSJy 61,SJy 61,87,Gravsten,Sten,Granit,1100-1250,Nogenlunde Sikker,220201: Bjolderup,Sikker,Før 1717,ketil urnæ ligir hir,,Keld Urne ligger her.,Ketill Urni lies here.,Middelalder (M),Sikker,Gammeldansk,På ligstenens overside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/13,Arkæologisk datering til romansk tid.,"Omtales først som dørtrin til kirken, siden har den været del af kirkegårdsdiget, er blevet flyttet ind i våbenhuset, og 1841 blev den flyttet til museet i Kiel.",Kirken (menighedsrådet),Stenen blev i 1986 skænket af Schleswig-Holsteinisches Landesmuseum til den danske stat og overflyttet fra museet på Gottorp Slot til Bjolderup Kirkes våbenhus.,,Slægten Urne er en gammel slesvigsk adelsslægt (Laur 2006: 39),,Ca. 15 cm,En linje tværs over stenens hovedende med runetoppene mod korset.,Yes,Ingen skilletegn,Ældre middelalder,,Bjolderup-gravsten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/13/rune01b_276.jpg,2,runer_ku_images\13_0.jpg; runer_ku_images\13_1.jpg,0,
283,Bjäresjö-sten 1Sk 29,Sk 29,,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,SV0802: Bjäresjö,Sikker,"1627, kendt siden",: kari : sati : stain ... uftiR : aulfun :,,Kåre satte ... sten efter Olfun(?)/Alfwin(?).,Kári placed the stone ... in memory of Alfvin(?)/Ǫlfun(?).,"Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/283,Rune- og sprogtypologisk datering.,På Skonvigs tid sad stenen i den østre kirkegårdsmur i Bjäresjö. og ingen vidste hvorfra den var flyttet. Også ved Skonvigs undersøgelse var toppen afslået.,Kirken (menighedsrådet),"Stenen blev udtaget fra kirkegårdsmuren v. Bjäresjö kirke,  og rejst på kirkegården 1994. De nye mål stammer fra undersøgelsen ved denne lejlighed.",Toppen af stenen er slået af.,,,"10,5-12,8 cm",Indskriften med rammestreger begynder i stenens nederste venstre hjørne og følger stenens kontur.,Yes,Et kryds,Yngre vikingetid,,Bjäresjö-sten 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/283/rune01b_285.jpg,2,runer_ku_images\283_0.jpg; runer_ku_images\283_1.jpg,0,
284,Bjäresjö-sten 2Sk 30,Sk 30,,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,SV0802: Bjäresjö,Sikker,"1627, kendt siden",: ąaki : sati : stain : þansi : aftiR : ulf : bruþur : sin : harþa : kuþan : trak :,,"Åge satte denne sten efter Ulf, hans broder, en meget god dreng.","Áki placed this stone in memory of Ulfr, his brother, a very good ""drengr"".","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/284,Rune- og sprogtypologisk datering,"På Skonvigs tid sad stenen i et gærde i Bjäresö, som den skulle være flyttet til fra en lille høj ved samme stengærde.",Lunds Universitets Historiska Museum,Kulturen.,,,"Den ejendommelige sammenstilling ąa kendes også fra bl.a. Hobro 2, Njy 74, og en læderskede fra Lund, Skl 62.","8,2-15,5 cm","Indskriften begynder i stenens nederste venstre hjørne i et rammebånd, som løber rundt langs kanten og ind i midterfeltet.",No,Et kryds,Yngre vikingetid,,Bjäresjö-sten 2,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/284/rune01b_291.jpg,2,runer_ku_images\284_0.jpg; runer_ku_images\284_1.jpg,0,
285,Bjäresjö-sten 3Sk 31,Sk 31,,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,SV0802: Bjäresjö,Sikker,1845,fraþi : risþi : st(e)n : þansi : aftiR : ulaf : mak : sia : | : trek : harþa : kuþan :,,"Frede rejste denne sten efter sin måg Olav, en meget god dreng.","Fraði/Freði raised this stone in memory of Ólafr, his kinsman-by-marriage, a very good ""drengr"".",Senvikingetid (V),Nogenlunde Sikker,Olddansk,På stenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/285,Rune- og sprogtypologisk datering.,Iflg. *Bruzelius blev stenen fundet 27. juli 1845 på en af herregården Bergsjöholms marker.,Ikke valgt,Bergsjöholm slotspark.,,,,"10,3-12 cm","Indskriften i *konturordning begynder i stenens nederste venstre hjørne, og linjen i midten læses nedefra op.",No,Et kryds,Yngre vikingetid,,Bjäresjö-sten 3,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/285/rune01b_258.jpg,2,runer_ku_images\285_0.jpg; runer_ku_images\285_1.jpg,0,
356,Björketorp-stenBl 6,Bl 6,RAÄ-nummer Listerby 96:1(3),Runesten,Sten,Granit,600-700,Nogenlunde Sikker,SV3309: Listerby,Sikker,omkr. 1627,Side A: hAidRruno ronu | fAlAh Ak hAiderA g|inArunAR ArAgeu | hAerAmAlAusR | utiAR welAdAude | sAR þAt bArutR Side B uþArAbA sbA,,"Himmelglansrunerækken skjulte jeg her, kraftruner. Med argskab uophørlig,{utiAR} med trolddomsdød, (bliver) den der bryder det [mindesmærket]. Jeg spår fordærv.","A row of brightness-runes I hid here, mighty runes. Unceasingly (?) encumbered by sorcery, {utiAR} to death through malicious guile (is) he who breaks it (the monument). I prophesy destruction.",Senurnordisk (U),Sikker,Urnordisk,"Indskriften er placeret på to sider af stenen. A-siden består af seks vandrette tekstlinjer, der læses nedefra og op. Indskriften på B-siden består af en enlig, vandret linje.",4,https://runer.ku.dk/q.php?p=runer/genstande/genstand/356,Sproghistorisk og runetypologisk,Jon Skonvig aftegnede Björketorp-stenen for Ole Worm ca. 1627. Dengang som nu stod stenen rejst i en trekant sammen med to næsten lige så store bautasten.,Ikke valgt,"Runestenen står på den oprindelige plads, hvor Björketorp-, Leråkra- og Listerby-sognene mødtes.",god,"Indskriften består af runemesterens *jeg-formel fulgt af en *forbandelsesformel vendt mod personer, der måtte ødelægge indskriften på stenen. Om familieklanen bag indskriftgruppen, se *Lister-stenene. Den engelske oversættelse følger Erik Moltke (1985:142), dog med første sætning efter Michael Schulte (2006). Da oversættelsen er omdiskuteret, skal det her nævnes, at følgende oversættelser er valgt: himmelglansrunerækken/hAidRrunoronu, kraftruner/ginArunAR, argskab/ArAgeu, uophørlig/hAerAmAlAusR og trolddomsdød/welAdAude.",,13-20 cm,Vandrette højrevendte linjer.,No,Ingen skilletegn,Yngre germansk jernalder,,Björketorp-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/356/rune01b_295.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/356/rune01b_305.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/356/rune01b_319.jpg,4,runer_ku_images\356_0.jpg; runer_ku_images\356_1.jpg; runer_ku_images\356_2.jpg; runer_ku_images\356_3.jpg,0,
427,Bjørnsholm-brakteatNJy IK 25,NJy IK 25,,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,120809: Overlade,Sikker,1841,h-ht(t)l(l),,...,...,Urnordisk (U),Usikker,Utolket,Placeret sporadisk rundt lang motivets rand.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/427,,Brakteaten tilhører et depot fundet i tørv fra Bjørnsholm mose i 1841. De øvrige genstande omfatter en C- og to F-brakteater.,Nationalmuseet,,"God stand, trods en lang tynd rids",,,,,Yes,Ingen skilletegn,Ældre germansk jernalder,,Bjørnsholm-brakteat,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/427/Bjørnsholm 25.jpg,2,runer_ku_images\427_0.jpg; runer_ku_images\427_1.jpg,0,
906,Blæsinge-blyamuletSj 50,Sj 50,42,Amulet,Metal,Bly,1200-1400,Nogenlunde Sikker,030208: Havrebjerg,Sikker,1983,+ co=niuro= =uos : s=æpt=(æ)(m) : so=ro=ræs (a)(t)--(a)r-------(s) : ræ(s)... | (æ)=(l)ffrica : a=ffric= (e)a so=ria a=ffoca : a=ffricala : co=niuro uos æ=t co=n:t=æsto=r : pær patræm : | æ=t filium æ=t spirit=um (:) sanct=um (:) (u)(t) n(o)=n : nocæatis : stam famulum : dæi : næquæ | (i)n : hoculis : næquæ in mæmpris : næquæ in mædullis : næc in ullo comp|(-)(-)ine mæmbrorum æius : ut inhabit=æt : in te uirt=us cristi : al(t)iss(i)|(m)(i) : eccæ crru(u)(c)(æ)m : (d)o=nmini (:) fukit(i) (:) pa=rt=(æ)s : (a)=duæ(r)s=æ : (u)i(c)(i)(t) (l)æ(o) : dæ t=r(i)b(u) (i)(u)|da radi{X} : dauit : in nominæ pat=ris æt filii : æ=t spirit=us sa=nc=ti amæn ::(:) | crist=us : uincit : crist=us : ræknit : crist=us : impæræt : crist=us : lipærat + | crist=us t=æ bænædicat : a=b oomi : m=alo : (d)æfændat : a:k:l:a : bat=ær : nostær :+ -,,"Jeg besværger jer, syv søstre ... Elffrica(?), Affrica, Soria, Affoca, Affricala. Jeg besværger jer og påkalder ved Faderen, Sønnen og Helligånden, at I ikke skader denne Guds tjener, hverken i øjne eller lemmer eller i marv eller i noget ledemod hos ham, at Kristi den Allerhøjestes kraft skal bo i dig. Se Herrens kors, flygt. I fjendtlige magter. Løven af Juda stamme, Davids rod, har sejret. I Faderens, Sønnens og Helligåndens navn. Kristus styrer, Kristus hersker, Kristus befrier. Kristus dig velsigner, mod alt ondt beskærmer. Agla. Fader vor ...","I invoke you, seven sisters ... Elffrica(?), Affricca, Soria, Affoca, Affricala. I invoke and call you to  witness through the Father, the Son and the Holy Spirit, that you do not harm this servant of God, neither in the eyes nor in the limbs nor in the marrow nor in any joint of his limbs, that the power of Christ Most High shall reside in you. Behold the cross of the Lord; flee, you hostile powers. The lion of the tribe of Juda, the root of David, has conquered. In the name of the Father, the Son and the Holy  Spirit, Amen. Christ conquers, Christ reigns, Christ rules, Christ liberates, Christ blesses you, defends  you from all evil. Agla. Our Father ...",Middelalder (M),Nogenlunde Sikker,Latin,Fra kant til kant i ni linjer adskilt af rammestreger.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/906,"Runetypologisk indeholder indskriften indicier for en relativ sen datering, f.eks. særlige runer for de latinske bogstaver c og x , men de senere års fund har gjort den runetypologiske datering vanskeligere. Fundet af en blyplade fra Kävlinge i Skåne viser, at c og x var i brug allerede i perioden 1200-1250, idet pladen kan dateres ud fra dens *Majestas Domini-fremstilling, der næppe kan være yngre end ca. 1250 og snarest er fra slutningen af 1100-tallet eller o. 1200 (jf. Kävlinge-blyplade, DK Sk 20).","Metaldetektorfund i området, hvor den nu forsvunde landsby Blæsinge lå. Der er i området fundet potteskår fra 1100-årene og mønter fra 1100 til 1400-årene.",Nationalmuseet,Nationalmuseet.,"Amuletten kunne foldes ud, men er lidt beskadiget. Hele indskriften har dog kunnet læses med undtagelse af partier af første linje.","Indskriften kan med stor sikkerhed anses for at indeholde elementer af både værne- og fordrivelsesformler og må anses for at være formuleret og nedskrevet i magisk øjemed. Indskriften er dog ikke eksplicit personlig, som eksempelvis Odense-blypladens indskrift, der er formuleret for ""Åse"" og Romdrup-pladens indskrift, der er formuleret for Guds tjener ""Niels"". Her nævnes intet navn, men dog ""Guds tjener"", dvs. den troende for hvem amuletten skulle være til nytte.","Aftryk skaber vanskeligheder i læsningen, som dog må siges at være relativt sikker. Runerne synes forsøgt tilpasset de latinske bogstaver på en sådan måde, at ét latinsk bogstav svarer til én bestemt rune. Der skelnes således mellem fx  c-runer og k-runer på ortografisk og ikke lydligt grundlag. Det er sandsynligt, at indskriften er nedfældet efter et forlæg.","0,3-0,4 cm",Lineær.,No,"Fire/fem punkter, Et kryds, Særlige skilletegn, To vertikale streger, To punkter, Tre punkter",Højmiddelalder,Aarb1987;205,Blæsinge-blyamulet,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/906/rune01b_331.jpg,2,runer_ku_images\906_0.jpg; runer_ku_images\906_1.jpg,0,
